Type,TurnID,Category,Timestamp,Message
Log,1,TurnManager,17021141.106896,[Turn 1] Player action complete - enemy phase already in progress (skipping redundant AI calc)
Log,1,UnitMovement,17021141.106905,[UnitMovementComponent] Movement finished and snapped. (RetryCount=0)
Log,1,TurnBarrier,17021141.107080,[Barrier] Broadcasting OnAllMovesFinished for Turn 1
Log,1,TurnManager,17021141.107092,[Turn 1] Barrier complete - all move actions finished (EnemyPhaseInProgress=1)
Log,2,TurnManager,17021141.107104,[Turn 1] Enemy phase complete. Ending turn.
Warning,2,TurnManager,17021141.107124,[Turn 1] ==== EndEnemyTurn ====
Warning,2,TurnInit,17021141.107230,[Turn 2] ==== OnTurnStarted (Subsystem) START ====
Log,2,TurnInit,17021141.107239,[Turn 2] ClearResidualInProgressTags called
Log,2,EnemyAI,17021141.107249,[CollectAllEnemies] ==== START ====
Log,2,EnemyAI,17021141.107258,[CollectAllEnemies] GetAllActorsOfClass found 6 Pawns
Log,2,EnemyAI,17021141.107268,"[CollectAllEnemies] Added[0]: BP_EnemyUnitBase_C_0 (TeamId=2, GTag=1, ByTeam=1, ActorTag=1)"
Log,2,EnemyAI,17021141.107277,"[CollectAllEnemies] Added[1]: BP_EnemyUnitBase_C_1 (TeamId=2, GTag=1, ByTeam=1, ActorTag=1)"
Log,2,EnemyAI,17021141.107287,"[CollectAllEnemies] Added[2]: BP_EnemyUnitBase_C_2 (TeamId=2, GTag=1, ByTeam=1, ActorTag=1)"
Log,2,EnemyAI,17021141.107296,[CollectAllEnemies] ==== RESULT ==== found=6  collected=5  byGTag=5  byTeam=5  byActorTag=5
Log,2,TurnInit,17021141.107309,[Turn 2] Enemy roster updated: 5 -> 5
Log,2,TurnInit,17021141.107359,"[Turn 2] DF: Player=(58,41) Enemies=5 Margin=8"
Log,2,TurnInit,17021141.107368,[Turn 2] ✅All enemies reachable with Margin=8
Warning,2,TurnInit,17021141.107379,[Turn 2] Generating preliminary enemy intents...
Log,2,EnemyAI,17021141.107389,"[BuildObservations] PlayerGrid=(58, 41)"
Warning,2,TurnCore,17021141.107399,"[TurnCore] CoreObservationPhase received PlayerCell=(58, 41)"
Log,2,TurnCore,17021141.107408,[TurnCore] ObservationPhase: Purged outdated reservations for turn 2
Log,2,TurnCore,17021141.107728,[TurnCore] ObservationPhase: Complete
Log,2,EnemyAI,17021141.107745,"[BuildObservations] DistanceField updated with PlayerGrid=(58,41)"
Log,2,EnemyAI,17021141.107755,"[BuildObservations] Enemy[0]: BP_EnemyUnitBase_C_0, Grid=(58, 43), DistToPlayer=2"
Log,2,EnemyAI,17021141.107768,"[BuildObservations] Enemy[1]: BP_EnemyUnitBase_C_1, Grid=(59, 42), DistToPlayer=1"
Log,2,EnemyAI,17021141.107776,"[BuildObservations] Enemy[2]: BP_EnemyUnitBase_C_2, Grid=(59, 41), DistToPlayer=1"
Log,2,EnemyAI,17021141.107785,"[BuildObservations] ==== RESULT ==== Generated 5 observations (Valid=5, Invalid=0)"
Warning,2,EnemyAI,17021141.107796,"[CollectIntents] ==== START ==== Observations=5, Enemies=5"
Warning,2,EnemyAI,17021141.107805,[CollectIntents] === PASS 1: Attack Intent Generation ===
Log,2,EnemyThinker,17021141.107815,[ComputeIntent] BP_EnemyUnitBase_C_0: MOVE intent (TileDistance=2 > Range=1)
Log,2,EnemyAI,17021141.107829,"[ComputeIntent] Enemy=BP_EnemyUnitBase_C_0, Thinker found, Intent=AI.Intent.Move"
Log,2,EnemyThinker,17021141.107841,"[ComputeIntent] BP_EnemyUnitBase_C_1: ATTACK intent (TileDistance=1, Range=1, Target=BP_PlayerUnit_C_0)"
Log,2,EnemyAI,17021141.107853,"[ComputeIntent] Enemy=BP_EnemyUnitBase_C_1, Thinker found, Intent=AI.Intent.Attack"
Warning,2,EnemyAI,17021141.107863,"[CollectIntents] Pass1[1]: BP_EnemyUnitBase_C_1 -> ATTACK at (59,42), HardBlocked"
Log,2,EnemyThinker,17021141.107875,"[ComputeIntent] BP_EnemyUnitBase_C_2: ATTACK intent (TileDistance=1, Range=1, Target=BP_PlayerUnit_C_0)"
Log,2,EnemyAI,17021141.107886,"[ComputeIntent] Enemy=BP_EnemyUnitBase_C_2, Thinker found, Intent=AI.Intent.Attack"
Warning,2,EnemyAI,17021141.107897,"[CollectIntents] Pass1[2]: BP_EnemyUnitBase_C_2 -> ATTACK at (59,41), HardBlocked"
Log,2,EnemyThinker,17021141.107908,[ComputeIntent] BP_EnemyUnitBase_C_3: MOVE intent (TileDistance=2 > Range=1)
Log,2,EnemyAI,17021141.107919,"[ComputeIntent] Enemy=BP_EnemyUnitBase_C_3, Thinker found, Intent=AI.Intent.Move"
Log,2,EnemyThinker,17021141.107929,[ComputeIntent] BP_EnemyUnitBase_C_4: MOVE intent (TileDistance=2 > Range=1)
Log,2,EnemyAI,17021141.107938,"[ComputeIntent] Enemy=BP_EnemyUnitBase_C_4, Thinker found, Intent=AI.Intent.Move"
Warning,2,EnemyAI,17021141.107949,"[CollectIntents] Pass1 Complete: AttackIntents=2, HardBlockedCells=2"
Warning,2,EnemyAI,17021141.107958,[CollectIntents] === PASS 2: Move/Wait Intent Generation ===
Warning,2,EnemyAI,17021141.107969,"[CollectIntents] ==== RESULT ==== Generated 5 intents (Attack=2, Move=1, Wait=2)"
Warning,2,TurnInit,17021141.107980,[Turn 2] Preliminary intents generated: 5 intents from 5 enemies (will be updated after player move)
Log,2,TurnInit,17021141.107989,[Turn 2] Stored 5 preliminary intents in EnemyTurnDataSubsystem
Log,2,Temp,17021141.491746,[Client] Command created: TurnId=2 (from TurnManager) WindowId=3
Warning,2,Temp,17021141.491773,[Server] ☁ESubmitCommand RPC RECEIVED
Log,2,Temp,17021141.491794,[Server] WindowId validated: 3
Log,2,GridOccupancy,17021141.491957,"[GridOccupancy] RESERVE DEST: BP_PlayerUnit_C_0 -> (58, 40) (TurnId=2)"
Log,2,GridOccupancy,17021141.491970,"[GridOccupancy] RESERVE ORIGIN-HOLD: BP_PlayerUnit_C_0 protects origin (58, 41) (TurnId=2) [BACKSTAB PROTECTION]"
Log,2,TurnManager,17021141.491981,"[TurnCommandHandler] Player move reserved (58,40) - triggering enemy phase for simultaneous movement."
