Type,TurnID,Category,Timestamp,Message
Log,3,MoveReservation,17022706.551875,[HandleManualMoveFinished] Completed barrier for BP_EnemyUnitBase_C_4 TurnId=3
Log,3,UnitMovement,17022706.551887,[UnitMovementComponent] Movement finished and snapped. (RetryCount=0)
Log,3,TurnBarrier,17022706.552070,[Barrier] Broadcasting OnAllMovesFinished for Turn 3
Log,3,TurnManager,17022706.552086,[Turn 3] Barrier complete - all move actions finished (EnemyPhaseInProgress=1)
Log,4,TurnManager,17022706.552098,[Turn 3] Enemy phase complete. Ending turn.
Log,4,TurnManager,17022706.552121,[Turn 3] Sequential mode flags cleared
Warning,4,TurnManager,17022706.552140,[Turn 3] ==== EndEnemyTurn ====
Warning,4,TurnInit,17022706.552311,[Turn 4] ==== OnTurnStarted (Subsystem) START ====
Log,4,TurnInit,17022706.552321,[Turn 4] ClearResidualInProgressTags called
Log,4,EnemyAI,17022706.552332,[CollectAllEnemies] ==== START ====
Log,4,EnemyAI,17022706.552341,[CollectAllEnemies] GetAllActorsOfClass found 6 Pawns
Log,4,EnemyAI,17022706.552353,"[CollectAllEnemies] Added[0]: BP_EnemyUnitBase_C_0 (TeamId=2, GTag=1, ByTeam=1, ActorTag=1)"
Log,4,EnemyAI,17022706.552367,"[CollectAllEnemies] Added[1]: BP_EnemyUnitBase_C_1 (TeamId=2, GTag=1, ByTeam=1, ActorTag=1)"
Log,4,EnemyAI,17022706.552376,"[CollectAllEnemies] Added[2]: BP_EnemyUnitBase_C_2 (TeamId=2, GTag=1, ByTeam=1, ActorTag=1)"
Log,4,EnemyAI,17022706.552387,[CollectAllEnemies] ==== RESULT ==== found=6  collected=5  byGTag=5  byTeam=5  byActorTag=5
Log,4,TurnInit,17022706.552396,[Turn 4] Enemy roster updated: 5 -> 5
Warning,4,TurnInit,17022706.552406,[Turn 4] ==== TurnInitialization START ====
Log,4,TurnInit,17022706.552430,[Turn 4] GridOccupancy initialized with 6 units
Log,4,TurnInit,17022706.552439,[Turn 4] Skipped initial DistanceField update (will be updated in ExecuteEnemyPhase)
Log,4,TurnInit,17022706.552449,[Turn 4] Skipped preliminary intent generation (will be generated in ExecuteEnemyPhase)
Log,4,Temp,17022706.587175,[Client] Command created: TurnId=4 (from TurnManager) WindowId=5
Warning,4,Temp,17022706.587222,[Server] ☁ESubmitCommand RPC RECEIVED
Log,4,Temp,17022706.587258,[Server] WindowId validated: 5
Log,4,GridOccupancy,17022706.587506,"[GridOccupancy] RESERVE DEST: BP_PlayerUnit_C_0 -> (7, 40) (TurnId=4)"
Log,4,GridOccupancy,17022706.587521,"[GridOccupancy] RESERVE ORIGIN-HOLD: BP_PlayerUnit_C_0 protects origin (7, 41) (TurnId=4) [BACKSTAB PROTECTION]"
Log,4,TurnManager,17022706.587539,"[TurnCommandHandler] Player move reserved (7,40) - triggering enemy phase for simultaneous movement."
