Type,TurnID,Category,Timestamp,Message
Log,16,GridOccupancy,17023567.721887,"[GridOccupancy] COMMIT: BP_EnemyUnitBase_C_3 -> (51,20)"
Warning,16,TurnBarrier,17023567.721899,[Barrier] Turn 16: ALL ACTIONS COMPLETED (Remaining=0) -> Scheduling OnAllMovesFinished (NextTick)
Log,16,MoveReservation,17023567.721910,[HandleManualMoveFinished] Completed barrier for BP_EnemyUnitBase_C_3 TurnId=16
Log,16,UnitMovement,17023567.721919,[UnitMovementComponent] Movement finished and snapped. (RetryCount=0)
Log,17,TurnBarrier,17023567.732930,[Barrier] Broadcasting OnAllMovesFinished for Turn 16
Log,17,TurnManager,17023567.732954,[Turn 16] Barrier complete - all move actions finished (EnemyPhaseInProgress=1)
Log,17,TurnManager,17023567.732966,[Turn 16] Enemy phase complete. Ending turn.
Warning,17,TurnManager,17023567.732990,[Turn 16] ==== EndEnemyTurn ====
Warning,17,TurnInit,17023567.733119,[Turn 17] ==== OnTurnStarted (Subsystem) START ====
Log,17,TurnInit,17023567.733129,[Turn 17] ClearResidualInProgressTags called
Log,17,EnemyAI,17023567.733139,[CollectAllEnemies] ==== START ====
Log,17,EnemyAI,17023567.733149,[CollectAllEnemies] GetAllActorsOfClass found 6 Pawns
Log,17,EnemyAI,17023567.733161,"[CollectAllEnemies] Added[0]: BP_EnemyUnitBase_C_0 (TeamId=2, GTag=1, ByTeam=1, ActorTag=1)"
Log,17,EnemyAI,17023567.733172,"[CollectAllEnemies] Added[1]: BP_EnemyUnitBase_C_1 (TeamId=2, GTag=1, ByTeam=1, ActorTag=1)"
Log,17,EnemyAI,17023567.733188,"[CollectAllEnemies] Added[2]: BP_EnemyUnitBase_C_2 (TeamId=2, GTag=1, ByTeam=1, ActorTag=1)"
Log,17,EnemyAI,17023567.733199,[CollectAllEnemies] ==== RESULT ==== found=6  collected=5  byGTag=5  byTeam=5  byActorTag=5
Log,17,TurnInit,17023567.733207,[Turn 17] Enemy roster updated: 5 -> 5
Warning,17,TurnInit,17023567.733215,[Turn 17] ==== TurnInitialization START ====
Log,17,TurnInit,17023567.733232,[Turn 17] GridOccupancy initialized with 6 units
Log,17,TurnInit,17023567.733240,[Turn 17] Skipped initial DistanceField update (will be updated in ExecuteEnemyPhase)
Log,17,TurnInit,17023567.733249,[Turn 17] Skipped preliminary intent generation (will be generated in ExecuteEnemyPhase)
Log,17,Temp,17023567.961996,[Client] Command created: TurnId=17 (from TurnManager) WindowId=18
Warning,17,Temp,17023567.962021,[Server] ☁ESubmitCommand RPC RECEIVED
Log,17,Temp,17023567.962041,[Server] WindowId validated: 18
Log,17,UnitMovement,17023567.962203,[UnitMovementComponent] Movement started with 1 waypoints
Log,17,GridOccupancy,17023567.962213,"[GridOccupancy] RESERVE DEST: BP_PlayerUnit_C_0 -> (57, 19) (TurnId=17)"
Log,17,TurnManager,17023567.962224,"[TurnCommandHandler] Player move reserved (57,19) - triggering enemy phase for simultaneous movement."
Log,17,TurnManager,17023567.962235,"[Turn 17] ExecuteEnemyPhase: Using RESERVED PlayerTargetCell=(57,19)"
Log,17,EnemyTurnDataSys,17023567.962246,[Turn 17] RegenerateIntents: Found 5 enemies after RebuildEnemyList
Log,17,EnemyAI,17023567.962255,"[BuildObservations] PlayerGrid=(57, 19)"
Warning,17,TurnCore,17023567.962266,"[TurnCore] CoreObservationPhase received PlayerCell=(57, 19)"
Log,17,TurnCore,17023567.962277,[TurnCore] ObservationPhase: Purged outdated reservations for turn 17
Log,17,TurnCore,17023567.962666,[TurnCore] ObservationPhase: Complete
Log,17,EnemyAI,17023567.962718,"[BuildObservations] DistanceField updated with PlayerGrid=(57,19)"
Log,17,EnemyAI,17023567.962741,"[BuildObservations] Enemy[0]: BP_EnemyUnitBase_C_0, Grid=(55, 18), DistToPlayer=2"
Log,17,EnemyAI,17023567.962753,"[BuildObservations] Enemy[1]: BP_EnemyUnitBase_C_1, Grid=(54, 22), DistToPlayer=3"
Log,17,EnemyAI,17023567.962763,"[BuildObservations] Enemy[2]: BP_EnemyUnitBase_C_2, Grid=(52, 20), DistToPlayer=5"
Log,17,EnemyAI,17023567.962773,"[BuildObservations] ==== RESULT ==== Generated 5 observations (Valid=5, Invalid=0)"
Warning,17,EnemyAI,17023567.962785,"[CollectIntents] ==== START ==== Observations=5, Enemies=5"
Warning,17,EnemyAI,17023567.962797,[CollectIntents] === PASS 1: Attack Intent Generation ===
Log,17,EnemyThinker,17023567.962807,[ComputeIntent] BP_EnemyUnitBase_C_0: MOVE intent (TileDistance=2 > Range=1)
Log,17,EnemyAI,17023567.962818,"[ComputeIntent] Enemy=BP_EnemyUnitBase_C_0, Thinker found, Intent=AI.Intent.Move"
Log,17,EnemyThinker,17023567.962829,[ComputeIntent] BP_EnemyUnitBase_C_1: MOVE intent (TileDistance=3 > Range=1)
Log,17,EnemyAI,17023567.962841,"[ComputeIntent] Enemy=BP_EnemyUnitBase_C_1, Thinker found, Intent=AI.Intent.Move"
Log,17,EnemyThinker,17023567.962851,[ComputeIntent] BP_EnemyUnitBase_C_2: MOVE intent (TileDistance=5 > Range=1)
Log,17,EnemyAI,17023567.962861,"[ComputeIntent] Enemy=BP_EnemyUnitBase_C_2, Thinker found, Intent=AI.Intent.Move"
Log,17,EnemyThinker,17023567.962871,[ComputeIntent] BP_EnemyUnitBase_C_3: MOVE intent (TileDistance=6 > Range=1)
